Date,Fiscal_Year,Month,Operation_ID,Site,Cost_Category,Cost_Subcategory,Description,Quantity,Unit,Unit_Cost,Total_Cost,Vendor,Production_Phase,Pig_Group_ID,Notes
11/23/2025,2025,11,OP-2025-001,Site A,Transportation,Pig Hauling,Pig Hauling expense,273.01,unit,44.13,12047.93,VetHealth Inc,Gilt Development,PG-8097,Dummy data for student testing
2/12/2025,2025,2,OP-2025-001,Site B,Feed,Finisher Feed,Finisher Feed expense,354.21,unit,24.69,8745.44,VetHealth Inc,Breeding,PG-2537,Dummy data for student testing
1/22/2025,2025,1,OP-2025-001,Site C,Feed,Nursery Feed,Nursery Feed expense,49.68,unit,38.86,1930.56,Utility Provider,Finishing,PG-9535,Dummy data for student testing
10/21/2025,2025,10,OP-2025-001,Site C,Facilities,Manure Handling,Manure Handling expense,230.16,unit,2.81,646.75,AgriFeed Co,Gilt Development,PG-3324,Dummy data for student testing
1/20/2025,2025,1,OP-2025-001,Site C,Animal,Genetics/Semen,Genetics/Semen expense,379.45,unit,34.06,12924.07,Utility Provider,Finishing,PG-2749,Dummy data for student testing
4/26/2025,2025,4,OP-2025-001,Site B,Facilities,Repairs & Maintenance,Repairs & Maintenance expense,120.16,unit,20.58,2472.89,Farm Services LLC,Nursery,PG-5976,Dummy data for student testing
3/7/2025,2025,3,OP-2025-001,Site A,Feed,Feed Delivery,Feed Delivery expense,232.5,unit,40.96,9523.2,VetHealth Inc,Gilt Development,PG-3274,Dummy data for student testing
9/19/2025,2025,9,OP-2025-001,Site C,Overhead,Professional Services,Professional Services expense,411.23,unit,17.43,7167.74,Utility Provider,Finishing,PG-3551,Dummy data for student testing
9/25/2025,2025,9,OP-2025-001,Site A,Animal,Mortality Disposal,Mortality Disposal expense,144.28,unit,35.78,5162.34,Utility Provider,Gilt Development,PG-7710,Dummy data for student testing
2/16/2025,2025,2,OP-2025-001,Site B,Overhead,Software & Technology,Software & Technology expense,266.98,unit,7.53,2010.36,Farm Services LLC,Nursery,PG-3822,Dummy data for student testing
12/2/2025,2025,12,OP-2025-001,Site B,Health,Vet Services,Vet Services expense,453.17,unit,12.82,5809.64,AgriFeed Co,Gilt Development,PG-4200,Dummy data for student testing
1/8/2025,2025,1,OP-2025-001,Site B,Labor,Payroll Burden,Payroll Burden expense,157.27,unit,36.04,5668.01,Midwest Transport,Gilt Development,PG-8183,Dummy data for student testing
5/9/2025,2025,5,OP-2025-001,Site A,Overhead,Insurance,Insurance expense,492.07,unit,30.22,14870.36,VetHealth Inc,Gilt Development,PG-1923,Dummy data for student testing
4/12/2025,2025,4,OP-2025-001,Site A,Animal,Genetics/Semen,Genetics/Semen expense,328.41,unit,6.28,2062.41,AgriFeed Co,Finishing,PG-4864,Dummy data for student testing
6/3/2025,2025,6,OP-2025-001,Site A,Transportation,Market Delivery,Market Delivery expense,366.02,unit,8.84,3235.62,AgriFeed Co,Gilt Development,PG-1645,Dummy data for student testing
7/30/2025,2025,7,OP-2025-001,Site A,Facilities,Barn Supplies,Barn Supplies expense,494.04,unit,40.61,20062.96,Utility Provider,Gilt Development,PG-1587,Dummy data for student testing
10/13/2025,2025,10,OP-2025-001,Site B,Animal,Mortality Disposal,Mortality Disposal expense,356.29,unit,37.26,13275.37,AgriFeed Co,Breeding,PG-2715,Dummy data for student testing
2/3/2025,2025,2,OP-2025-001,Site A,Feed,Finisher Feed,Finisher Feed expense,225.73,unit,33.82,7634.19,AgriFeed Co,Breeding,PG-7763,Dummy data for student testing
5/19/2025,2025,5,OP-2025-001,Site A,Transportation,Pig Hauling,Pig Hauling expense,127.73,unit,1.88,240.13,VetHealth Inc,Nursery,PG-5578,Dummy data for student testing
9/5/2025,2025,9,OP-2025-001,Site A,Facilities,Manure Handling,Manure Handling expense,88.27,unit,38.58,3405.46,Midwest Transport,Gilt Development,PG-1441,Dummy data for student testing
10/30/2025,2025,10,OP-2025-001,Site A,Transportation,Pig Hauling,Pig Hauling expense,107.11,unit,1.98,212.08,Utility Provider,Nursery,PG-9179,Dummy data for student testing
5/22/2025,2025,5,OP-2025-001,Site A,Facilities,Barn Supplies,Barn Supplies expense,117.15,unit,36.43,4267.77,VetHealth Inc,Finishing,PG-5741,Dummy data for student testing
9/8/2025,2025,9,OP-2025-001,Site B,Health,Medications,Medications expense,85.37,unit,17.84,1523,Farm Services LLC,Breeding,PG-6661,Dummy data for student testing
11/30/2025,2025,11,OP-2025-001,Site B,Health,Biosecurity Supplies,Biosecurity Supplies expense,9.98,unit,19.25,192.12,VetHealth Inc,Nursery,PG-2750,Dummy data for student testing
5/30/2025,2025,5,OP-2025-001,Site C,Feed,Finisher Feed,Finisher Feed expense,486.42,unit,37.26,18124.01,AgriFeed Co,Gilt Development,PG-6075,Dummy data for student testing
6/22/2025,2025,6,OP-2025-001,Site C,Overhead,Software & Technology,Software & Technology expense,363.61,unit,14.06,5112.36,AgriFeed Co,Gilt Development,PG-3990,Dummy data for student testing
4/30/2025,2025,4,OP-2025-001,Site B,Transportation,Pig Hauling,Pig Hauling expense,270.81,unit,4.8,1299.89,AgriFeed Co,Gilt Development,PG-7816,Dummy data for student testing
11/4/2025,2025,11,OP-2025-001,Site C,Feed,Nursery Feed,Nursery Feed expense,299.58,unit,13.73,4113.23,AgriFeed Co,Gilt Development,PG-9259,Dummy data for student testing
9/21/2025,2025,9,OP-2025-001,Site C,Animal,Weaned Pig Purchase,Weaned Pig Purchase expense,165.87,unit,15.65,2595.87,Utility Provider,Nursery,PG-3479,Dummy data for student testing
6/7/2025,2025,6,OP-2025-001,Site A,Facilities,Manure Handling,Manure Handling expense,134.62,unit,35.62,4795.16,Utility Provider,Breeding,PG-8851,Dummy data for student testing
7/20/2025,2025,7,OP-2025-001,Site A,Labor,Hourly Labor,Hourly Labor expense,334.93,unit,37.4,12526.38,Utility Provider,Finishing,PG-2447,Dummy data for student testing
11/28/2025,2025,11,OP-2025-001,Site C,Transportation,Market Delivery,Market Delivery expense,232.75,unit,6.62,1540.81,VetHealth Inc,Gilt Development,PG-7748,Dummy data for student testing
8/20/2025,2025,8,OP-2025-001,Site C,Labor,Payroll Burden,Payroll Burden expense,223.18,unit,35.6,7945.21,Farm Services LLC,Finishing,PG-2478,Dummy data for student testing
12/14/2025,2025,12,OP-2025-001,Site B,Facilities,Barn Supplies,Barn Supplies expense,192.87,unit,22.2,4281.71,Farm Services LLC,Nursery,PG-3007,Dummy data for student testing
6/11/2025,2025,6,OP-2025-001,Site B,Health,Medications,Medications expense,491.94,unit,12.47,6134.49,AgriFeed Co,Nursery,PG-7716,Dummy data for student testing
9/25/2025,2025,9,OP-2025-001,Site B,Transportation,Market Delivery,Market Delivery expense,453.78,unit,11.13,5050.57,AgriFeed Co,Breeding,PG-3800,Dummy data for student testing
12/21/2025,2025,12,OP-2025-001,Site A,Transportation,Pig Hauling,Pig Hauling expense,224.29,unit,21.61,4846.91,Utility Provider,Breeding,PG-6093,Dummy data for student testing
2/18/2025,2025,2,OP-2025-001,Site A,Transportation,Pig Hauling,Pig Hauling expense,110.32,unit,2.13,234.98,VetHealth Inc,Finishing,PG-1340,Dummy data for student testing
9/2/2025,2025,9,OP-2025-001,Site B,Feed,Feed Delivery,Feed Delivery expense,256.82,unit,13.56,3482.48,AgriFeed Co,Breeding,PG-6463,Dummy data for student testing
2/6/2025,2025,2,OP-2025-001,Site C,Feed,Sow Feed,Sow Feed expense,409.29,unit,24.16,9888.45,AgriFeed Co,Finishing,PG-5492,Dummy data for student testing
7/11/2025,2025,7,OP-2025-001,Site B,Health,Vaccines,Vaccines expense,496.42,unit,6.35,3152.27,Utility Provider,Breeding,PG-9210,Dummy data for student testing
11/28/2025,2025,11,OP-2025-001,Site A,Labor,Hourly Labor,Hourly Labor expense,129.83,unit,30.52,3962.41,Utility Provider,Nursery,PG-7246,Dummy data for student testing
9/7/2025,2025,9,OP-2025-001,Site A,Labor,Hourly Labor,Hourly Labor expense,318.56,unit,2.78,885.6,AgriFeed Co,Finishing,PG-2875,Dummy data for student testing
12/4/2025,2025,12,OP-2025-001,Site B,Animal,Gilt Development,Gilt Development expense,332.98,unit,36.12,12027.24,Utility Provider,Finishing,PG-2774,Dummy data for student testing
3/25/2025,2025,3,OP-2025-001,Site A,Feed,Sow Feed,Sow Feed expense,202.72,unit,14.79,2998.23,VetHealth Inc,Finishing,PG-4868,Dummy data for student testing
4/15/2025,2025,4,OP-2025-001,Site B,Animal,Gilt Development,Gilt Development expense,444.13,unit,27.14,12053.69,VetHealth Inc,Finishing,PG-8544,Dummy data for student testing
2/8/2025,2025,2,OP-2025-001,Site B,Facilities,Manure Handling,Manure Handling expense,362.26,unit,5.86,2122.84,Utility Provider,Nursery,PG-1386,Dummy data for student testing
12/16/2025,2025,12,OP-2025-001,Site C,Animal,Weaned Pig Purchase,Weaned Pig Purchase expense,347.75,unit,24.2,8415.55,AgriFeed Co,Finishing,PG-8980,Dummy data for student testing
12/23/2025,2025,12,OP-2025-001,Site C,Labor,Contract Labor,Contract Labor expense,279.76,unit,15.77,4411.82,AgriFeed Co,Nursery,PG-2819,Dummy data for student testing
10/4/2025,2025,10,OP-2025-001,Site C,Transportation,Pig Hauling,Pig Hauling expense,215.54,unit,30.45,6563.19,AgriFeed Co,Breeding,PG-4259,Dummy data for student testing
12/30/2025,2025,12,OP-2025-001,Site C,Animal,Mortality Disposal,Mortality Disposal expense,411.39,unit,38.66,15904.34,AgriFeed Co,Finishing,PG-3070,Dummy data for student testing
12/26/2025,2025,12,OP-2025-001,Site B,Health,Biosecurity Supplies,Biosecurity Supplies expense,7.14,unit,16.97,121.17,Farm Services LLC,Gilt Development,PG-5000,Dummy data for student testing
6/16/2025,2025,6,OP-2025-001,Site A,Animal,Mortality Disposal,Mortality Disposal expense,83.65,unit,29.24,2445.93,AgriFeed Co,Breeding,PG-3606,Dummy data for student testing
5/28/2025,2025,5,OP-2025-001,Site C,Health,Vet Services,Vet Services expense,259.1,unit,17.36,4497.98,Midwest Transport,Finishing,PG-2829,Dummy data for student testing
3/5/2025,2025,3,OP-2025-001,Site B,Labor,Contract Labor,Contract Labor expense,421.02,unit,26.32,11081.25,AgriFeed Co,Finishing,PG-6744,Dummy data for student testing
12/31/2025,2025,12,OP-2025-001,Site C,Animal,Weaned Pig Purchase,Weaned Pig Purchase expense,115.01,unit,44,5060.44,Midwest Transport,Breeding,PG-8939,Dummy data for student testing
